Title,Price (INR),Description,Transaction,Furnishing,Bathroom,Price per Sqft,Total Area,Covered_parking,Open_parking,Possession_Status,BHK,Price_INR_Numeric
"6 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",1.25 Cr,government value 1.80cr selling price 1.25cr,2,2,3.0,0.011112,0.16666666666666669,0,0,2,6.0,12500000.0
3 BHK Villa for Sale in Dammaiguda Hyderabad,1.05 Cr,"Villa is available for sale. It covered area of 127  sq yrd, it is a good location property. Please contact for more details.",2,3,4.0,0.024496,0.0762,0,0,2,3.0,10500000.0
"6 BHK  House for Sale in Falaknuma, Falaknuma Road Hyderabad",1 Cr,0,2,3,6.0,0.016666666666666666,0.09333333333333334,0,0,2,6.0,10000000.0
3 BHK Apartment for Sale in Vijaya Nagar Colony Kukatpally Hyderabad,1.25 Cr,"Designed to provide utmost comfort and convenience, this 3BHK flat is worth your consideration. Immediately available for sale, this abode is located in Vijaya Nagar Colony, Hyderabad where all your desired needs are right around the corner and a standard living is assured.Property SpecificationsBeautifully designed as per Vaastu rules, this west facing flat is an ideal choice to live a healthy and wealthy life with your loved ones. Measuring a super builtup area of 1500 sqft and carpet area of 1100 sqft, this flat is positioned on the ground floor of a 3 storeyed building and is filled with an abundance of fresh air and sunlight, hence you need not switch on the lights during the day time. Now speaking about the layout, this abode comprises 3 bedrooms, living cum dining room, kitchen, store room, 2 bathrooms and 1 balcony. The flat comes furnished with all the prime facilities including lights, fans, 3 ACs, fridge and sofa set. Moreover, the kitchen is well appointed with a cooking countertop and sink to ensure hassle free cooking and washing of the utensils. There is also a utility attached to the kitchen which is an added advantage.Moreover, the marble flooring further enhances the overall appearance of this abode. Offering unblocked views of the road and surroundings, the balcony connected with the hall is ideal for doing your morning yoga. Lastly, talking about both the bathrooms, both are attached to the bedrooms and are fitted with geysers of which one is western fashioned and one has an Indian style toilet. FacilitiesFor more convenience, prime facilities such as one covered parking space, continuous borewell  corporation water supply, UPS connection and one lift are available. Also, security guards are present all along the day for safety purposes.LocalityThe property is located close to the Shanti Nagar, Masab Tank  Vijayanagar Union Bank and Axis Bank. many schools are located within proximity of 1.5km including St. Anthony School and St. Joseph School. Also, hospitals, malls and supermarkets are present within 1.5km while banks and ATMs are present within the vicinity. Further, the Nampally Railway Station is located at a distance of 2.5km while other modes of transport are also frequently available, hence commuting is quite easy.",2,0,2.0,0.022221333333333336,0.07333333333333333,1,0,2,3.0,12500000.0
"2 BHK Apartment for Sale in Hafeezpet, NH 9 Hyderabad",1.01 Cr,"Near hi tech city and ITI hub,  near malls and shilparamam",0,3,2.0,0.0216,0.058333333333333334,2,0,0,2.0,10100000.0
3 BHK Apartment for Sale in Kompally Hyderabad,1.50 Cr,"Discover your ideal home with this 3 BHK flat for sale in Aparna Serenity, Kompally, Hyderabad. Located in a sought-after community, this property combines modern amenities with a serene environment, perfect for comfortable and convenient living.Property SpecificationsThis 3 BHK flat is an exciting opportunity to invest in a modern home. The property is currently under construction and is expected to be ready for possession in approximately 2 months.Spanning a generous carpet area of 1550 sqft, this flat is located on the 7th floor of a 9-story building. It is unfurnished, allowing you to personalize the space to your taste. The layout includes three well-sized bedrooms, each with its own attached western-style bathroom, complete with geyser fittings for added convenience.The flat features two balconiesone attached to the living area and the other to the kitchenproviding pleasant outdoor spaces and enhancing ventilation. The living and dining areas are separate, offering flexibility for arranging your living space.The kitchen comes with a piped gas connection and a utility area for added functionality. Flooring throughout the flat is finished with ceramic tiles, combining durability with a clean, modern look. Designed to be Vastu compliant, the flat faces north-west, aligning with principles of good energy flow. Facilities This 3 BHK flat includes covered parking for your convenience. It features 24-hour water supply from both borewell and corporation sources, ensuring reliable access. The property is equipped with 100 power backup, providing uninterrupted electricity. For security, a guard is available, and CCTVs are installed throughout the building. Additionally, the building has three lifts, facilitating easy access to all floors.Locality This flat is ideally situated near Highway NH44 and next to St. Anns School, making it a prominent and accessible location. Essential amenities are within close proximity, with schools, hospitals, malls, and supermarkets all located within 1 kilometer. Public transport options are readily available, enhancing connectivity. The nearest railway and metro stations are just 2 to 3 kilometers away, providing additional convenience for commuting and travel. This well-connected locality ensures a blend of accessibility and essential services for a comfortable lifestyle.",0,3,3.0,0.021978666666666667,0.10333333333333333,0,0,1,3.0,15000000.0
2 BHK Apartment for Sale in Kondapur Hyderabad,1.20 Cr,"Welcome to your dream home This East-facing 2 BHK Ground Floor Flat in Lotus Park, Kondapur offers a comfortable and contemporary living experience. Spanning across 1274 sq ft, this well-designed flat boasts a range of modern features. Key Features- Spacious 2 BHK flat, East-facing flat- Well-maintained 1270 Sft built-up - Split AC and wooden wardrobes in both bedrooms- Geysers in both washrooms- Modular Kitchen- Safety grills in windows and balconies- 1 Covered Car Park and 247 power backup- Society has Gym, kiddie pool, Library, play area, Banquet hall.",2,3,2.0,0.025197333333333335,0.06966666666666667,0,0,2,2.0,12000000.0
4 BHK  House for Sale in PMR Enclave Nagaram Hyderabad,1.32 Cr,0,2,2,4.0,0.012570666666666667,0.16666666666666669,0,0,2,4.0,13200000.0
4 BHK  House for Sale in Kundanpally Hyderabad,1.10 Cr,0,2,3,2.0,0.012221333333333334,0.16,0,0,2,4.0,11000000.0
3 BHK Apartment for Sale in RAIN FOREST APARTMENTS Hyderabad,1.15 Cr,On the road side easily reachable. Amazing view from apartment,2,3,3.0,0.019520000000000003,0.10473333333333334,0,0,2,3.0,11500000.0
"6 BHK  House for Sale in Peerzadiguda, NH 2 2 Hyderabad",1.17 Cr,"Discover a lavish 6 BHK residential house for sale in the peaceful locale of Peerzadiguda, Hyderabad. Experience the pinnacle of opulence and space in this exceptional home.Property SpecificationsThis spacious residential property offers a plot area of 140 square yards and is structured as a ground-plus-2-floor building. The ground floor is semi-furnished, equipped with wardrobes and electrical points for added convenience. It features a comfortable 2 BHK layout, making it suitable for family living.The first and second floors each contain two 1 BHK units, providing a total of four units available for occupancy or potential rental income. The kitchen is designed for everyday cooking needs and includes a utility area for added functionality. The flooring throughout the property is made of durable vitrified tiles, lending a modern and appealing look.Facilities This property is vaastu compliant and faces east, ensuring positive energy flow and abundant natural light. It offers open parking and provides 24-hour water supply from both borewell and corporation sources. Additionally, CCTV cameras are installed to enhance security.LocalityThe property is conveniently located behind SFA School, serving as a prominent landmark. Behind the school, youll find educational facilities, making it an ideal location for families. Within a 1-kilometer radius, there are hospitals, malls, and supermarkets, simplifying healthcare and shopping needs. Public transportation is easily accessible, ensuring convenient travel within the city. Banks and ATMs are close by, offering financial services, and the railway station is conveniently located nearby, further enhancing connectivity. This residential property combines comfort, convenience, and potential for those looking for a spacious home or an investment opportunity.",2,2,6.0,0.02476266666666667,0.07200000000000001,0,0,2,6.0,11700000.0
2 BHK Apartment for Sale in Chikkadpally Hyderabad,1.25 Cr,Multistorey apartment is available for sale. It is a good location property. Please contact for more detail.,2,3,2.0,0.0,0.08,0,0,2,2.0,12500000.0
3 BHK Apartment for Sale in Moti Nagar Erragadda Hyderabad,1.20 Cr,"Step into luxury with this stunning 3 BHK flat for sale in Moti Nagar, Hyderabad. Designed to impress, this residence combines elegance with comfort, making it a perfect choice for those seeking a sophisticated lifestyle.::::::::::::Property Specifications::::::::::::Spanning a super built-up area of 1250 sq ft on the 1st floor of a 5-story edifice, this fully furnished flat is a masterpiece of stunning interior design and meticulous woodwork in every room. The flooring, graced with vitrified tiles, adds a touch of elegance to your everyday living. Vastu compliant and facing west, this abode is bathed in natural light and positive energy.::::::::::::Adorned with designer curtains and ceiling fans, three bedrooms of this home offer the perfect blend of style and comfort. The master bedroom treats you to a plush king-size bed, inviting you to indulge in a restful sleep every night. The flat also boasts three elegant bathrooms, including two attached to bedrooms and one common, all equipped with geysers for your convenience. Two bathrooms feature modern Western fixtures, while the third offers traditional Indian charm.::::::::::::As you step into the spacious living cum dining area, you'll be greeted by an abundance of natural light and ample space to entertain guests or simply relax with your loved ones. The living area seamlessly flows into a single balcony, offering breathtaking views of the surrounding area. The modular kitchen is a chef's dream, equipped with a chimney, piped gas connection and a convenient utility area, adding to the functionality of the space.::::::::::::Facilities::::::::::::The flat provides ample open parking space and a reliable water supply from both borewell and corporation sources for uninterrupted comfort. Additionally, two lifts provide easy vertical commutes.::::::::::::Locality::::::::::::Situated opposite the Brigade community, this flat is in the heart of Moti Nagar's vibrant neighborhood. Schools, hospitals, and malls are all within a km radius, offering a perfect blend of convenience and comfort. Public transport is readily available nearby, making commuting a breeze. Banks and ATMs are conveniently located, simplifying your daily transactions. The Yerawada metro station, just 200m away, opens up the entire city to you.::::::::::::Experience the epitome of luxury living in this remarkable flat that combines elegance, comfort, and practicality in every aspect. Don't miss out on the opportunity to make this exquisite property your own.",2,0,3.0,0.024616000000000002,0.08333333333333334,1,0,2,3.0,12000000.0
3 BHK  House for Sale in Gajwel Hyderabad,1.25 Cr,0,2,2,4.0,0.014354666666666668,0.13333333333333333,0,0,2,3.0,12500000.0
2 BHK Apartment for Sale in Serilingampalle M Hyderabad,1.20 Cr,Its a 3rd floor Multistorey Apartment in a building of total 5 floors. Ample space for covered car parking for residents. It is a relatively new property with construction age less than 5 yrs. Prime facilities are easily accessible from this place with Mandala Parishad High School 0 km . Other key neighbourhood are Arya Hospital 1 km .,2,3,2.0,0.023616,0.09033333333333333,0,0,2,2.0,12000000.0
3 BHK Apartment for Sale in Chanda Nagar Hyderabad,1.45 Cr,"Welcome to Bahiti  Where Every Moment Elevates YouThis isnt just a residence. Its your daily dose of inspiration. Wake up to sunlight dancing on the water, energize your body in a stateoftheart gym, and find your center in a skyhigh yoga studio that feels like a sanctuary.At Bahiti, wellness isnt a weekend plan  its part of your everyday rhythm.Perfectly connected to the city yet cocooned in tranquility, Bahiti is your personal retreat. Here, balance isnt a goal  its a way of life.Live brighter. Move freer. Be more. Only at Bahiti.Features  AmenitiesDedicated kids",0,3,3.0,0.018656000000000002,0.1038,0,1,0,3.0,14500000.0
2 BHK  House for Sale in Nagaram Main Road Hyderabad,1.05 Cr,0,2,2,2.0,0.020741333333333334,0.08666666666666667,0,0,2,2.0,10500000.0
2 BHK  House for Sale in Almasguda Hyderabad,1 Cr,Individual house is available for sale. It is a good location property. Please contact for more details.,2,2,2.0,0.01777866666666667,0.08666666666666667,0,0,2,2.0,10000000.0
3 BHK Apartment for Sale in CSK SKYSCAPE Hyderabad,1.12 Cr,"CSK Homes  SkyScape redefines community living with 88 premium 2BHK and 3BHK apartments designed to meet modern lifestyle needs. SkyScape boasts exceptional amenities within its gated community. Residents enjoy a temple, gazebo, lush lawns, kids play area, and an outdoor gym, creating spaces for relaxation and wellness. The clubhouse features a banquet hall, party hall, gym, indoor games room, jogging track, lounge, and a grand entrance lobby, ensuring every need is met.",2,3,3.0,0.015293333333333334,0.13033333333333333,1,0,0,3.0,11200000.000000002
"3 BHK Apartment for Sale in Patrika Nagar, Hitech City Hyderabad",1.35 Cr,"Its a 3 BHK flat in 4th floor of Vipras Savitri Apartment, Patrika nagar, Madhapur, which is exactly back side of cyber towers and Avasa hotel. It  can be used both as commercial  or residential as this property is surrounded by offices and commercial buildings. And also it has road access from both madhapur to cyber towers  and  cyber towers to mind space road,  very near from both the main roads",2,2,3.0,0.02384,0.094,0,0,2,3.0,13500000.0
"3 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",1.40 Cr,0,2,2,3.0,0.0204,0.12200000000000001,0,0,2,3.0,14000000.0
3 BHK  House for Sale in Ameenpur Hyderabad,1.40 Cr,"Have Manjeera connection and seperate bore for the house. Part of a good venture with 2 parks and a new municipality park is under construction.1.5 kms from Biramguda national highway, 3kms from ORR and 5 kms from proposed BHEL metro terminal.",2,3,3.0,0.019858666666666667,0.12533333333333335,0,0,2,3.0,14000000.0
"2 BHK Apartment for Sale in Sanath Nagar, NH 9 Hyderabad",1.45 Cr,0,2,2,2.0,0.02808,0.0918,1,0,2,2.0,14500000.0
4 BHK  House for Sale in Prem Nagar Erragadda Hyderabad,1.50 Cr,"It is a Ground plus 3 floors property, located in the middle of the prime location.",2,2,5.0,0.046296000000000004,0.057600000000000005,0,0,2,4.0,15000000.0
3 BHK Apartment for Sale in Kompally Hyderabad,1.20 Cr,"Step into the epitome of modern living with this inviting 3 BHK Flat For Sale in Saket Pranamam, Kompally, Hyderabad. Offering the perfect blend of comfort and contemporary design, this newly constructed property is not just a home but a lifestyle. Boasting freehold ownership rights, this ready-to-move-in residence invites you to experience the essence of hassle-free living in a vibrant community.::::::::::::Property Specifications ::::::::::::Discover a spacious haven on the 3rd floor of Saket Pranamam, Kompally, Hyderabad - a 3 BHK flat awaiting personalization. The three bedrooms are presented unfurnished, allowing residents the flexibility to tailor the space to their taste. The apartment features anti-skid vitrified tiles, offering a perfect blend of safety and aesthetics throughout. Two balconies, one attached to the living room and another overlooking the clubhouse, provide serene views and delightful spaces for relaxation.::::::::::::The kitchen is well-equipped with a piped gas connection, enhancing the convenience of daily culinary activities. Adhering to Vastu principles, the flat ensures positive energy, with its main entrance facing east. With three bathrooms - one common and two attached to the bedrooms - all designed in a modern Western style, the flat offers both privacy and convenience.::::::::::::Facilities ::::::::::::In terms of facilities, residents can enjoy uninterrupted living with 100% power backup. Covered parking adds convenience and protection for vehicles, while security personnel and CCTV installations contribute to a secure living environment.::::::::::::Locality ::::::::::::Saket Pranamam's location near Gowdavalli railway station ensures easy transportation. The vicinity is enriched with reputable educational institutions such as DRS International School, Orchids The International School, and others. Renowned hospitals, including Medinova Superspeciality Hospitals and Srikara Hospitals, are within reach, ensuring healthcare accessibility. Nearby colleges, malls, and other amenities contribute to a well-rounded lifestyle in this prime residential locale. In Saket Pranamam, comfort, convenience, and community converge seamlessly, offering the epitome of modern living.",2,3,3.0,0.016976,0.12000000000000001,1,0,2,3.0,12000000.0
3 BHK Apartment for Sale in Madeenaguda Hyderabad,1.40 Cr,"Situated in the heart of Madinaguda, offering easy access to all parts of the city. Proximity to Pranaam Hospital ensures quick access to quality healthcare, offering peace of mind for families. Enjoy convenient shopping and leisure options nearby, with GSM Mall and Maruthi Infinity Mall within walking distance. Excellent educational facilities are nearby, including Sri Chaitanya Junior College and St. Anns High School, making it ideal for families with children",2,2,3.0,0.022917333333333335,0.10866666666666668,1,0,2,3.0,14000000.0
"3 BHK Apartment for Sale in Patighanpur, Outer Ring Road Hyderabad",1.10 Cr,"Multistorey Apartment for Sale in Patighanpur, Hyderabad. Covered area is 2042.0  Sq-ft. This property belongs to ""Riddhis Taranto Towers"" .",0,3,3.0,0.014400000000000001,0.13613333333333333,0,0,0,3.0,11000000.0
3 BHK Apartment for Sale in Gachibowli Hyderabad,1.20 Cr,East And west Facings available in gated community .....,0,0,2.0,0.021376000000000003,0.0998,1,0,0,3.0,12000000.0
3 BHK Apartment for Sale in Madeenaguda Hyderabad,1.40 Cr,"Situated in the heart of Madinaguda, offering easy access to all parts of the city. Proximity to Pranaam Hospital ensures quick access to quality healthcare, offering peace of mind for families. Enjoy convenient shopping and leisure options nearby, with GSM Mall and Maruthi Infinity Mall within walking distance. Excellent educational facilities are nearby, including Sri Chaitanya Junior College and St. Anns High School, making it ideal for families with children",2,2,3.0,0.022917333333333335,0.10866666666666668,1,0,2,3.0,14000000.0
3 BHK  House for Sale in balaji homes Hyderabad,1.10 Cr,0,2,2,3.0,0.018333333333333333,0.10666666666666667,0,0,2,3.0,11000000.0
"7 BHK Builder Floor for Sale in Bollaram, Outer Ring Road Hyderabad",1.20 Cr,"Discover the perfect blend of modern living and positive energy with this captivating 2 BHK Builder Floor for sale in the thriving locale of Bollaram, Hyderabad. Situated on a corner plot and meticulously designed with Vaastu compliance, this home embraces an inviting east-facing orientation, promising a harmonious and vibrant living experience.::::::Property Specifications ::::::Spanning an expansive super area of 3200 sqft built-up on a corner plot of 93 squads, this distinctive property boasts a ground-plus-two structure with an additional penthouse, showcasing thoughtful architecture.::::::As you enter, you are greeted by the ground floor, featuring a generous 2 BHK unit and a shop. The first floor hosts two separate 1 BHK units, each accompanied by a balcony that opens up to a delightful road-facing view. The second floor mirrors the layout of the first, offering two more 1 BHK units with picturesque balconies. The pinnacle of this structure is the penthouse, providing a serene terrace space for relaxation or entertaining guests.::::::The interiors feature an inviting living cum dining area, and a dedicated pooja room on the ground floor adds a touch of spirituality to the home. The normal kitchen, equipped with a granite platform and sink, caters to the culinary needs of the residents. The flooring throughout the property is a tasteful combination of ceramic tiles and granite, enhancing both aesthetic appeal and practicality.::::::Facilities ::::::Residents benefit from covered and open parking spaces, ensuring convenience for multiple vehicles. The property offers a round-the-clock water supply, 100% power backup, and the assurance of a dedicated security guard. The diverse layout of this builder floor caters to a variety of living arrangements, making it suitable for families or individuals with different lifestyle preferences.::::::Locality ::::::Nestled near the new municipal office, this property enjoys close proximity to schools, hospitals, malls and supermarkets, ensuring all daily needs are met with ease. Banks and ATMs in the vicinity add to the practicality, and public transport is readily available. The Hafizpet Railway Station is conveniently located 10km away, providing seamless connectivity, while a metro station is within 8km, enhancing accessibility to the broader city.::",2,3,3.0,0.029090666666666667,0.06666666666666667,0,0,2,7.0,12000000.0
3 BHK Apartment for Sale in AS Rao Nagar Hyderabad,1.05 Cr,0,2,3,3.0,0.015554666666666668,0.12000000000000001,0,0,2,3.0,10500000.0
"3 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad",1.30 Cr,"Multistorey apartment is available for sale. It has carpet area of 1066 sq-ft, it is a good location property. Please contact for more details.",2,3,3.0,0.0,0.07106666666666667,0,0,2,3.0,13000000.0
"3 BHK Apartment for Sale in Simhapuri Colony, Bowrampet Hyderabad",1.40 Cr,"Multistorey apartment is available for sale. It covered area of 2084 sq-ft, it is a good location property. Please contact for more details.",2,3,3.0,0.01791466666666667,0.13893333333333335,0,0,2,3.0,14000000.0
3 BHK Villa for Sale in Road 6 Hyderabad,1.02 Cr,"Villa is available for sale. It covered area of 143 sq-yrd, it is a good location property. Please contact for more details.",2,2,3.0,0.021133333333333334,0.0858,2,0,2,3.0,10200000.0
3 BHK Apartment for Sale in Hyderabad,1.50 Cr,"it is nearby supermarkets, multiplexes, schools and has very good options of amenities",2,3,2.0,0.02666666666666667,0.08,0,0,2,3.0,15000000.0
3 BHK Apartment for Sale in Neelam pride apartments Hyderabad,1.05 Cr,0,2,0,3.0,0.01697066666666667,0.10333333333333333,0,0,2,3.0,10500000.0
3 BHK  House for Sale in Dammaiguda Hyderabad,1 Cr,0,2,2,3.0,0.015685333333333336,0.11333333333333334,0,0,2,3.0,10000000.0
"4 BHK Apartment for Sale in Dundigal, Outer Ring Road Hyderabad",1.03 Cr,"Akshaya Vasu Sri Pride sets a new benchmark in urban living with thoughtfully designed amenities, expansive open spaces, and familyfriendly environments. Surrounded by lush greenery and vibrant play areas, it offers a serene, joyful atmosphere for all ages. Strategically located near Outer Ring Road ORR, it blends tranquility with convenience. With spacious 2BHK, 3BHK, and 4BHK apartments, Vasu Sri Pride enhances the modern living experience, making each day more pleasant and fulfilling.",0,3,4.0,0.012797333333333334,0.1082,1,0,0,4.0,10300000.0
3 BHK Villa for Sale in MallikarjunaNagar Beeramguda Kaman Hyderabad,1.05 Cr,this property is in GHMC limits. 2 minutes walk from Mumbai National Highway of Beeramguda Kaman. very developed society with Functional hall and shopping malls and supermarkets and hospital. Underground drainage and manjeera Water supply on daily basis.House construction done by Civil Engineer.,2,2,4.0,0.018666666666666668,0.1,0,0,2,3.0,10500000.0
4 BHK Villa for Sale in nitya enclave airpot cargo road Hyderabad,1.50 Cr,0,2,2,4.0,0.022221333333333336,0.12000000000000001,0,0,2,4.0,15000000.0
"4 BHK  House for Sale in Peerzadiguda, NH 2 2 Hyderabad",1.20 Cr,"East Facing house, GF 2 BHK,  FF 2 BHK, 30ft Roads Walkable distance to 100 ft Road, Peerzadiguda Near Aurora college. It is a good location property. Please contact for more details.",2,3,5.0,0.014546666666666668,0.14666666666666667,0,0,2,4.0,12000000.0
2 BHK Apartment for Sale in Cherlapalli Hyderabad,1.20 Cr,0,2,3,2.0,0.0,0.16666666666666669,0,0,2,2.0,12000000.0
"2 BHK  House for Sale in Indresham, Bachuguda Hyderabad",1.20 Cr,ground floor commercial,2,3,2.0,1.0,0.016800000000000002,0,0,2,2.0,12000000.0
2 BHK  House for Sale in Almasguda Hyderabad,1.50 Cr,Fully furnished and good locality near by arka international school hospitals and  malls.,2,0,3.0,0.013792,0.18666666666666668,3,0,2,2.0,15000000.0
3 BHK  House for Sale in Medchal Hyderabad,1.40 Cr,A residential house is available for sale. It is a good location. Please contact for more details.,2,2,4.0,0.013826666666666668,0.18000000000000002,0,0,2,3.0,14000000.0
2 BHK  House for Sale in Suraram Hyderabad,1.40 Cr,0,2,3,1.0,0.023333333333333334,0.10666666666666667,0,0,2,2.0,14000000.0
2 BHK  House for Sale in Sangeet Nagar Somajiguda Hyderabad,1.10 Cr,0,2,2,4.0,0.019554666666666668,0.08666666666666667,0,0,2,2.0,11000000.0
"2 BHK Apartment for Sale in Hafeezpet, NH 9 Hyderabad",1.05 Cr,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,2,2,2.0,0.022029333333333335,0.08473333333333334,1,0,2,2.0,10500000.0
"3 BHK Apartment for Sale in Moosapet, NH 9 Hyderabad",1.35 Cr,"Cybercity Oriana is one of Hyderabads most sought after destination for apartments and this 3 BHK flat in Hi Tech City is your opportunity to be a part of this community. The flat occupies a Super built up area of 1480 sq.ft. that consists of 3 bedrooms, 3 bathrooms and 1 balcony. The flat has a total of 27 floors and this property is situated on 17th floor. As the property is currently under construction , you can expect to get the possession by December 2025. The flat will offer a modern lifestyle as it is presented with many of the amenities such as Swimming Pool, CCTV Surveillance, Club house  Community Center, Fitness Centre  GYM, Park and Lifts.",0,3,3.0,0.024325333333333334,0.09866666666666667,1,0,0,3.0,13500000.0
"4 BHK  House for Sale in Aliabad, Falaknuma Road Hyderabad",1.05 Cr,Double Gace,2,3,3.0,0.025501333333333334,0.0732,0,0,2,4.0,10500000.0
"6 BHK  House for Sale in Peerzadiguda, NH 2 2 Hyderabad",1.50 Cr,"This Residential House is built over 2 floors. The construction has been done keeping in view family needs for space & utility. Great deal, please contact immediately. Modern construction is done in this newly built Residential House.",2,2,7.0,0.01212,0.22,0,0,2,6.0,15000000.0
"2 BHK  House for Sale in Anjaneyanagar Colony, Boduppal Hyderabad",1.07 Cr,"house location is anjaneya nagar colony, near metro station 1.3 km from house",2,3,3.0,0.2853333333333333,0.061200000000000004,1,0,2,2.0,10700000.0
2 BHK Apartment for Sale in Bachupally Hyderabad,1.20 Cr,club house with lot of amenities,0,0,2.0,0.022456,0.095,0,0,1,2.0,12000000.0
Office Space for Sale in Tad Bun Hyderabad,1.20 Cr,0,2,1,0.0,0.013333333333333334,0.16,0,0,2,0.0,12000000.0
2 BHK  House for Sale in Parvathapur Hyderabad,1.50 Cr,"Nadanawanam small gate,rachakonda commiserate",2,3,8.0,0.008,0.08,0,0,2,2.0,15000000.0
"3 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad",1.25 Cr,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,2,3,2.0,0.02185866666666667,0.10166666666666667,3,0,2,3.0,12500000.0
2 BHK  House for Sale in Old Neredmet Road Hyderabad,1.25 Cr,"Independent House For Sale. 116 Sqyds. North Facing G 1. Ground Floor 2BHK, First Floor 2BHK. HMWSSB   Borewell. Registered Doc, Property Tax is is clear. Serious Buyers Can Contact.",2,3,2.0,0.031928000000000005,0.060000000000000005,0,0,2,2.0,12500000.0
3 BHK Apartment for Sale in Mokila Hyderabad,1.13 Cr,"EMPIRE, LUXURIOUS High raised GATED COMMUNITY",2,3,3.0,0.01809866666666667,0.0888,0,0,2,3.0,11299999.999999998
3 BHK  House for Sale in Chengicherla Hyderabad,1.25 Cr,0,2,3,3.0,0.0,0.12000000000000001,0,0,2,3.0,12500000.0
2 BHK Apartment for Sale in Prasanth Nagar Miyapur Hyderabad,1 Cr,"2 BHK, Multistorey Apartment is available for Sale in Prasanth Nagar Miyapur, Hyderabad for 1.0 Crore(s)",2,3,2.0,0.022221333333333336,0.07333333333333333,0,0,2,2.0,10000000.0
Plot/Land for Sale in Thummaloor Hyderabad,1 Cr,Residential plot is available for sale. It is a good location property. Please contact for more details.,2,1,0.0,0.006674666666666667,0.0,0,0,2,0.0,10000000.0
"2 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",1.45 Cr,swimming pool view,2,0,2.0,0.0,0.08866666666666667,0,0,2,2.0,14500000.0
6 BHK  House for Sale in Borabanda Hyderabad,1 Cr,1 unit 2bhk 4 units 1bhkonly genuine buyers encouraged,2,3,5.0,0.03185866666666667,0.0558,0,0,2,6.0,10000000.0
"Plot/Land for Sale in Indresham, Bachuguda Hyderabad",1.10 Cr,0,2,1,0.0,0.009053333333333333,0.0,0,0,2,0.0,11000000.0
"3 BHK Apartment for Sale in Hyder Shah Kote, Chevella Road Hyderabad",1.46 Cr,"Fully furnished flat, with modular kitchen, wardrobes in all bedrooms, false ceiling with all lights. Generator connection to Hall and 2 bedrooms. Very friendly and helpfull neighbours.",2,3,3.0,0.019965333333333335,0.13,0,0,2,3.0,14600000.0
5 BHK  House for Sale in Manikonda Road Hyderabad,1.35 Cr,0,2,2,5.0,0.032,0.075,0,0,2,5.0,13500000.0
Plot/Land for Sale in Medchal Hyderabad,1.30 Cr,A residential plot is available for sale. It is located in a very good area. Please contact for more details.,2,1,0.0,0.009064000000000001,0.0,0,0,2,0.0,13000000.0
3 BHK  House for Sale in Dammaiguda Hyderabad,1.20 Cr,0,2,2,3.0,0.013912,0.13,0,0,2,3.0,12000000.0
3 BHK Apartment for Sale in Bandlaguda Jagir Hyderabad,1.10 Cr,0,2,0,3.0,0.021728,0.08766666666666667,0,0,2,3.0,11000000.0
"Plot/Land for Sale in GMR Enclave, Lakdaram X road, Isnapur Hyderabad",1.20 Cr,0,2,1,0.0,0.011658666666666668,0.0,0,0,2,0.0,12000000.0
2 BHK Apartment for Sale in Osman Nagar Hyderabad,1.08 Cr,"Book Now, pay after RERAProject Area  13 AcresNo of Towers  6No of Floors  39Unit Configuration  2. BHK  1420 sq.ft 3 BHK   1740 sq. ft 3 BHK  2030 sq. ft 4 BHK  3500  4400 sq. ft StepwayDesigned Clubhouse  1,35,000 sq. ft  G7 floors Rooftop Infinity Pool   Skydeck Lounge   Indoor Games  Wellness Zones Accepting EOI Expression of Interest 2 BHK  5 Lakhs 3 BHK   10 Lakhs",0,3,2.0,0.020282666666666668,0.07100000000000001,1,0,0,2.0,10800000.0
3 BHK  House for Sale in Turkayamjal Hyderabad,1.45 Cr,"nine Zero one four six seven six one four six brokerage,Free car parking,Free Chimeny,Free modular kitchen setup,Free sofa,Free AC",2,3,3.0,0.021482666666666667,0.12000000000000001,0,0,2,3.0,14500000.0
"2 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",1.48 Cr,0,2,3,2.0,0.031077333333333335,0.06466666666666666,0,0,2,2.0,14800000.0
3 BHK Apartment for Sale in Pocharam Rangareddy Hyderabad,1.18 Cr,0,0,3,2.0,0.021333333333333336,0.075,1,0,1,3.0,11800000.0
3 BHK Apartment for Sale in Shamshabad Hyderabad,1.20 Cr,0,2,3,3.0,0.0,0.09333333333333334,0,0,0,3.0,12000000.0
"2 BHK  House for Sale in Mansoorabad, NH 9 Hyderabad",1 Cr,0,2,3,2.0,0.025765333333333335,0.069,0,0,2,2.0,10000000.0
2 BHK Apartment for Sale in Bachupally Hyderabad,1 Cr,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,2,2,2.0,0.024024,0.07400000000000001,0,0,2,2.0,10000000.0
3 BHK Apartment for Sale in Mallapur Hyderabad,1 Cr,0,2,0,2.0,0.016410666666666667,0.06666666666666667,0,0,2,3.0,10000000.0
